 -49   -51    -3
 -97   -83    98
  -1    88     9
  70   -84   -44
   8    42    45
 -34   -43   -19
 -85   -31   -11
  35    -4   -29
 -59   -37    67
  -9   -87    27
  60    49    84
  16   -49   -52
  95    41   -53
 -83    33    91
 -95   -38    75
 -99   -26    57
  86    75   -34
 -40   -66   -80
  34    74     5
  56    57    72
  44    27    98
  79    32   -20
 -58   -17    66
  64    19    20
 -56    -7    99
 -91    82   -53
  80   -35   -56
  44   -38    74
 -92    42   -67
  81    16    28
  73   -72    77
 -98    41    20
 -83   -27   -71
  45    91   -29
 -17   -79    20
  47   -79    86
  70    55   -52
 -92   -57   -18
  35   -39    43
 -36    67   -36
 -59    67   -66
 -58   -38    10
 -40    -9   -18
 -59   -45    89
  15    55    93
  87   -27    33
 -63    83   -77
  57    28   -89
  67    35   -40
 -67    37   -15
 -22   -43    90
 -89   -43   -68
   6   -79    71
 -19     3    33
 -92    30    23
 -21   -60    55
  14    61    29
 -34   -71    39
 -17   -86    98
 -37    81   -85
 -43   -48    -8
 -15     9    86
 -27    50   -76
  10     1   -94
  91    21   -15
 -89   -86    52
  68    50   -59
  -2    65    90
  72   -38   -92
  50   -27    46
  -6    17    70
 -59    42    25
 -76   -37   -89
  28    91    56
 -17   -94    88
  87   -81   -55
  30   -76    31
  61   -34    26
 -15    93     1
  -8   -36    22
  99    60   -31
 -18    70   -60
  94    54    31
  26   -93   -47
  11   -63    46
  81     0   -95
 -15    36    70
 -17    87    97
  44   -20   -11
  -4   -88    86
   1   -69   -56
 -15   -10    -3
  -3   -51    66
 -61   -29    80
 -38   -68    49
 -53     8    72
  63   -34   -35
  -1    -1    57
 -52   -68    67
  -5    40   -63
 -99    46    79
 -87   -79    31
  36    34    91
 -61    74   -50
  20    -1    51
 -72   -80     8
  11    16   -48
  67   -76   -38
 -26   -50    98
  14    74    85
 -91   -28   -40
 -24   -20   -33
  62    87   -29
  -6    -6     2
  17   -62   -49
   0    80    95
  95    95   -49
  57    36   -75
  10    36    52
  96   -33   -28
   9   -73   -64
  -3   -80   -82
 -14    99    44
  95   -26    85
   2   -50   -73
 -24   -12     6
 -18     6   -78
  42   -47   -29
 -39   -95    80
  38    41    47
 -39   -41    86
  40   -72   -50
 -27    60   -96
 -56    66   -92
   8    24    67
  80   -97    62
 -95    -2     8
   8    70   -28
 -58   -32   -15
 -95    57   -98
  86    64    90
 -79   -42    82
  24   -65   -72
 -53   -78     7
  28    62    15
  27   -28    84
 -28   -42    82
  75    98    -9
 -98    10    58
  75    11    65
  71    94    37
 -34    20    70
 -62   -30   -39
  83    19   -95
  62    39   -44
 -84    35   -91
 -90   -99    30
 -15   -55   -61
  75   -78    16
  60    45    49
 -40    20    59
  99    72   -28
 -79   -57   -59
  61    14   -48
 -36    22   -96
 -16   -11   -28
  96    70   -36
 -74   -43   -19
  64   -95     6
 -52   -96    50
  12     0     3
 -53    40   -50
 -80   -90    56
  16   -66   -82
  12    77    74
  97    15     5
  56    80    99
  71     0    50
 -82    -1   -45
 -75   -92   -89
  43    43   -39
  95   -59   -53
  -7    67    89
  12   -74    86
  60    68    67
  -1     5    -7
  69   -10   -84
 -43   -44    67
  33   -49     3
  -6    11     1
 -70    54   -56
  55    17   -32
 -62   -22    91
  58    57    44
  24   -88   -93
 -63   -41    36
  15   -53    47
 -62    36   -24
 -93   -76    12
 -18    95    18
 -38     1    60
 -67   -87   -66
 -96   -85    12
   0    64    65
  32   -94   -40
  93    73    38
 -80    -8   -42
  59    23   -47
  72    53    14
  56   -98   -82
  51    40   -16
  45    88    -4
 -33   -34     9
 -55    60    90
 -86    -9    -3
  -2    95    96
   4    18    52
  64   -95    63
  51    62   -90
 -28    75   -84
  81   -66   -39
  23   -58   -73
 -48    69   -23
  86    92    43
  18   -30   -81
 -16     1    75
  49    31   -10
 -60    77    69
   5    -5   -81
 -22    56     7
 -29    56    61
  95   -79   -76
  97    28   -89
 -70    14    44
 -17    78    30
 -37   -36   -79
  62   -33    37
  67   -54     4
  70   -99    67
  -3   -43    62
 -86   -58   -78
  43   -25   -25
  -9   -18    10
 -26   -40    22
  16   -69   -48
  35   -37    23
  69    -4   -25
  28   -75    86
  -2   -92    -2
  68    19   -41
  59    84    17
 -50    22    55
  31   -22   -98
 -56   -46   -86
  20   -98   -66
 -30   -32    -2
  45   -46    93
  55    59    68
 -33     3   -75
  74   -70    12
  82    20    40
  56    65    59
 -90    34   -43
  29    89   -36
  -6   -89    51
 -33   -73   -60
 -75    28    49
 -37    33    40
  92    73     3
  36     9    25
  83   -40    51
  58   -46    73
  17    50   -63
 -28    65   -28
 -46   -29   -58
  15     8   -15
 -29     7   -33
  86    62   -70
  62   -37    69
 -93    25     1
  13     2    52
 -60    47   -77
 -10   -98    27
  21   -29   -54
 -21     3    13
 -19    64    64
  89    24    90
  99   -42   -75
 -22   -95     6
  12    17   -37
 -40   -34    13
 -93    15    28
  -6   -87   -90
   6    20   -59
 -58    17   -85
 -11   -96   -33
  72   -40    36
  29    90   -38
  71   -72   -11
 -92   -46    80
 -31   -62   -80
  47    13    69
 -33    87     6
 -22     5    53
 -47   -22   -23
  10     9   -83
  76    83   -97
  -6    85   -41
 -49    -9    76
 -49    20    38
  81    27    -2
 -51   -98   -83
   6   -13   -17
   2    74   -40
 -36    60    10
  61   -83   -36
  41    58   -43
 -84   -32   -82
  77     0    99
 -23    90   -80
 -94    84    87
  65   -27   -20
  32   -11    79
  23   -76   -86
  84   -61     1
 -53   -72    24
 -46    33    91
 -78   -81   -51
  84   -79    21
  99   -22    84
   7   -93   -90
 -71    59   -50
  27    -9   -39
  38    -8   -82
  70    20    17
 -64    80   -79
 -16   -24   -32
  -2    36   -72
  89    75   -46
 -75    18   -15
  57    40    92
 -69     8     1
 -81    74   -65
 -48   -52   -53
 -76   -29    66
   1   -61   -16
  63   -70    69
   7     0    -2
 -50   -26     9
 -55    77    26
 -79    -9   -55
  77    -4   -63
 -91   -89    -6
 -45    88    78
  82   -61    12
 -50    -9    60
 -71   -72    75
  13   -44    -7
  10    50   -76
 -17   -49    19
  90   -96    92
 -20   -52    82
  62   -64    98
  91   -86    -6
  16    95    40
  60   -12    -5
  59   -35    19
  15    25   -65
  84    88   -89
 -15   -52    80
 -68    46   -58
 -56   -89    63
  16    29   -57
 -97    58     3
  90   -10    69
  86    73    71
  98    10   -39
 -43   -12   -63
  98   -17    47
  23     3    47
  41   -20    22
 -92   -21    57
  30   -26   -27
 -86    62   -78
 -28    63   -83
  14   -96   -63
  27    50    59
 -23    66   -41
 -96   -73    24
  34    43   -93
  35    90    44
 -28   -10    96
 -67    90     3
  52   -96   -19
  -4   -30   -58
 -52     9    51
 -24   -45    99
  87   -51   -81
  -8    57   -64
 -91   -70    12
  98   -81   -93
 -84    30    60
 -60    28   -50
 -70    77   -87
 -15   -73    29
   2    57    27
  93    96   -11
 -13   -41    34
 -95   -24   -62
  40    47    29
 -41   -60    78
 -12     5   -79
  50   -50    59
  67   -89   -67
  86   -63    66
  51    60    59
  30    56    42
  68     3    94
 -10    97   -24
 -44    -9   -44
 -73     3    65
 -97   -97    -1
 -64    70   -26
 -79   -21   -35
 -56     1     9
 -67   -14   -12
  85    89    90
  41   -91    94
 -43    75   -59
  27    54    39
 -20   -11    53
  90   -98    82
 -75     5   -81
  94   -82   -51
  82    64   -47
 -47   -64    25
 -59   -31    95
 -99   -21   -56
 -90   -94   -32
 -13    -8    22
  78    24    -9
  14    89    58
 -88   -78   -45
  87    77    88
  42     8   -99
  52   -19   -18
 -61   -60   -81
  -4    69   -26
 -81    -8    55
  52    32    89
 -76   -91    17
  21   -68   -79
  -1   -51    87
 -43    41   -66
  74   -20    23
 -33   -45   -31
 -12   -96   -61
 -56    14   -49
  59    30    11
 -61    -1    37
 -70   -29    -9
  42   -74    89
 -45   -41   -95
 -64    65   -48
 -48   -13   -59
  27    57   -73
  41    52    55
   2     9    -2
  -4    57    52
 -28   -30   -57
 -49    68    -5
 -92   -99   -26
 -13   -37    49
  18    77    13
 -33    24    98
  35     3   -90
  74   -10    74
 -32   -44    34
  -8   -88     6
 -31    45    19
 -58    88    92
 -51   -75   -29
   6     5   -71
 -24    30    -7
   3    96   -83
 -97    -6    43
  33   -43    50
  88    34    52
 -98    43    28
  86    31   -82
  -9   -50    91
  55    89    57
  73    77    24
  52    92    82
 -91   -53    53
  94    57   -47
 -33   -51   -98
  18    16    69
 -41    10   -89
  49    71    66
 -99   -41    -7
  76   -89    96
  49   -86    -5
  98   -38    99
  35   -91   -51
   4   -50     3
 -90    53    73
 -91    58   -92
 -97     9   -20
 -99    21    -3
 -39   -59    62
 -59    20     7
 -99    95    30
 -99    34   -92
 -76    19   -67
  42    38    35
  88    82    28
  15   -95   -90
  72    59   -97
 -16    76    99
   0    60    44
 -89   -42    91
 -48    99    84
  26   -24    -9
  11     8   -27
  98   -84   -11
  21     6    25
 -83   -97    53
 -69   -43    76
  74    89    57
 -72   -49    -1
 -29     4    51
  39   -87    65
   6   -95    23
  36    -1   -36
  86    20   -36
 -27   -67   -64
  -7    49    51
  49    21   -78
   5    36    22
  23   -95   -58
  93    94   -85
 -15   -17   -51
  23   -14   -15
 -63   -69   -48
 -16   -34    66
   7   -91    14
  59   -72    64
 -43   -19   -47
  31    75    35
   0    -8   -96
  23   -32    18
  86   -22    51
  13   -66   -20
  22    57   -35
  35    77   -49
  90    71   -32
 -11     7    83
  83   -60   -10
 -73    95    13
  81    34    79
  80    49   -78
 -34   -51     7
 -36   -59   -20
 -16    43    83
 -98   -43    77
 -42   -84    39
 -26     7    72
 -92   -20    85
  98   -35    26
 -83   -76   -65
  85     8   -10
  71   -72   -33
  75    68   -26
  91    83     0
 -80   -85    49
  76    -5   -32
 -72   -31    63
  96   -32    -2
 -83   -35    56
  75   -32    44
  51   -58    80
 -98   -58   -72
  93   -45   -10
  54   -62    31
  22   -82   -28
 -91    97   -53
   5    57    -7
 -47    20    88
  41   -33   -97
  71    35   -64
 -43   -28    38
  67   -73    37
 -36   -30    34
 -15   -56    91
 -35    53    18
 -96    -1   -88
  45   -42    -4
 -71   -89    -5
 -22    71    68
  35   -79   -67
  59    88   -21
 -32    -1    -2
 -58    67   -97
 -81    85   -63
 -11   -26   -42
 -22    26   -28
  81    35    41
  10   -58   -95
 -38    40   -60
  42    86   -17
 -70    37    37
  85    72    18
 -49   -12    28
 -23   -81    38
  89    19   -75
  61    38   -90
 -22   -18    -1
   7   -56   -45
  42   -23   -47
 -79   -85    44
 -89    33   -93
 -37    50     3
  79    69   -14
  47    66     0
  80    81   -49
  -4    85   -39
 -97     3    21
 -37    24   -72
  82    94    90
 -73    21    43
  12    83    30
  11    79    66
 -10    20    66
   5   -51    38
 -58   -64    81
  75    86    70
 -57    10   -90
  58     0    90
  82    69    -9
  88    88     5
   7    51    25
   6    27    34
  70   -13   -71
 -71   -51    -9
  93    73   -93
 -87   -12    18
 -65    83     2
 -89   -52   -27
 -42    19    71
   8   -18   -46
  74   -27   -92
  17    69    64
 -30   -56    16
  80    35    10
 -94    66    13
 -32     7   -73
  24    54    -4
  58     4   -40
 -30   -21   -66
 -17    84    95
  57    84    10
  -1    81   -25
  33    84    61
   6   -49    87
  11    42     2
  11   -12    65
  17    -6    15
 -87    69   -18
 -53   -96   -71
  11    48    99
  50    44    53
 -42   -27    16
  68   -41   -34
  44     8   -55
 -37    13    45
   1   -22    -5
 -65    11   -87
 -41   -12   -92
  22    -1   -98
  89   -63   -74
 -42   -22   -33
 -25    75   -54
  53    51    31
  81    38   -70
 -31   -72    88
  69   -72   -34
 -79    82   -43
 -48   -24   -79
 -84   -74   -79
 -69    16   -54
 -32   -92     0
 -65   -97   -83
  39   -62    60
 -48    63    27
 -52    69   -52
 -19   -80    57
  71   -67    70
 -37    43   -86
 -43     5    -6
  60    94    62
 -46    60   -10
 -90   -56   -83
 -31    88    38
  59   -22    37
   6    54    38
 -40   -36   -18
  -3   -94    -3
  81   -95   -41
  54    55   -73
   0    80    37
 -75   -23    57
  35    43    36
  65    24    28
 -62   -74    27
 -27    36   -48
  43    52   -34
 -95    73   -15
 -78   -15    15
  72   -51   -89
  -3   -85   -24
  97   -97    71
 -27    97   -91
 -93     1   -45
  54     3    -3
 -56    75   -28
 -91    60    90
  51   -25    19
   8    48   -27
 -33    42    73
 -77    85    71
 -19   -28   -18
  70     2    62
 -94    99    57
  79    87    67
  40    62    76
  92    70    34
 -38     8   -76
 -33   -95    39
 -46    24   -36
  84   -44   -65
 -93    29    30
  43    86   -93
 -28    54   -43
   4   -97   -72
 -74    -7   -51
 -73    77    -5
 -50   -81   -29
 -70    37   -44
  44   -91    -6
  55     3    62
  67   -11   -60
  74    76   -45
 -64    22    -4
  88   -91    87
  12   -74   -83
 -91    16   -17
  95   -82    67
  61   -98   -72
  -8   -11   -12
  13   -70    38
 -33    36    55
  13   -16    -9
  37   -32    21
 -82   -45   -75
  21   -11    23
 -47    70   -81
 -48   -26   -18
  88   -15    37
  77   -89   -46
 -57   -13   -69
  30   -29    27
 -66    -1   -27
 -55    35   -87
  29     8    85
  69    44   -72
  45   -29    66
  25    14    70
  97    -3    -3
 -45    54    33
 -34    69   -50
 -78    28   -45
  23   -97    22
  -1     9   -13
  92    74    -4
  76    -4   -16
 -55   -27    81
  59   -92    88
   4   -93   -55
  61     8    31
 -38    97   -35
  64   -48    71
  30   -26    84
 -27    -8    50
 -43    13   -15
  54     1    10
  79    -6    87
  -9    64    21
 -66    88    96
  48   -79    30
 -61   -66    78
 -67    22     9
   8   -95   -71
  91   -40   -47
 -46    78   -93
  55    53   -47
 -85    24   -39
  10   -92   -79
  14   -88   -80
  68    19     3
  77   -46    91
 -48   -77   -99
  44    10   -17
 -43   -38    40
   6    -5   -26
  92    89    65
 -63    59   -38
 -46    98   -25
  63    32   -66
   4    66    30
 -54    -3   -79
  -4    49    46
